Benin,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,-1,-1,0,-1,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,-1,-1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,1,-1,-1,0,-1,-1,1,1,1,1,1,1,-1,-1,-1,0,0,0,0,-1,1,1,-1,1,1,0,1,1,1,1,0,1,0,0,-1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,0,1,1,0,0,0,0,0,-1,1,1,0,1,1,-1,-1,1,0,0,0,1,1,1,-1,1,0,0,1,1,0,0,-1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,-1,1,-1,0,-1,1,1,1,1,1,1,1,1,1,0,-1,-1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,-1,1,1,-1,1,0,0,0,0,0,1,1,1,1,1,-1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,-1,-1,1,0,1,1,-1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,-1,0,-1,1,1,1,0,-1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,-1,1,1,0,1,0,0,1,1,1,1,0,0,0,-1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,-1,-1,0,-1,-1,0,-1,-1,-1,1,1,0,1,1,1
Bolivia,0,-1,1,0,-1,-1,-1,1,1,1,1,1,1,-1,-1,1,0,1,0,-1,0,-1,-1,-1,-1,-1,1,0,-1,-1,-1,1,1,1,1,-1,1,1,1,0,0,0,0,1,-1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,-1,1,0,0,1,1,0,0,0,1,-1,-1,0,1,1,0,-1,1,-1,0,-1,0,1,1,1,1,-1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,-1,1,1,1,1,0,0,-1,0,1,0,1,1,0,-1,-1,-1,1,0,0,0,1,1,-1,-1,0,1,1,0,-1,1,1,1,-1,1,1,1,1,1,0,1,-1,0,1,1,1,0,0,-1,0,0,-1,1,0,1,1,0,1,1,-1,1,0,1,-1,1,1,0,1,1,1,1,1,1,1,1,1,0,-1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,-1,-1,1,0,1,1,-1,1,0,0,1,1,1,0,1,1,1,0,-1,1,1,-1,-1,1,1,0,1,-1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,0,0,0,0,1,-1,1,1,1,1,1,0,0,1,1,1,1,-1,-1,-1,1,1,0,1,1,-1,-1,0,0,1,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,0,1,1,0,0,1,-1,1,0,-1,1,0,-1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,-1,1,1,1,0,1,1,-1,0,0,1,1,1,1,-1,1,1,-1,0,0,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,-1,-1,0,0,1,1,1,-1,-1,-1,0,-1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,-1,0,1,1,0,1,-1,0,0,0,1,1,1,1,1,1,1,-1,-1,1,-1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,1
Botswana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,0,0,1,-1,1,1,1,0,1,0,0,0,1,-1,1,-1,0,0,1,1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,1,0,0,1,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,1
Brazil,0,1,-1,1,-1,-1,-1,1,1,1,1,1,1,-1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,0,-1,-1,0,-1,1,0,1,1,1,0,1,1,1,1,1,-1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,-1,1,-1,1,1,1,1,1,0,1,0,0,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,-1,1,1,1,0,-1,-1,-1,-1,1,0,1,1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,0,1,0,1,0,1,1,1,-1,1,1,0,1,1,-1,1,-1,0,1,1,1,0,0,-1,0,0,-1,1,1,1,1,0,1,1,0,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,0,0,0,1,-1,-1,1,0,1,1,-1,-1,-1,1,1,0,1,-1,1,1,1,1,1,1,0,1,1,1,0,-1,1,1,-1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,0,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,1,1,0,1,1,0,0,0,0,1,-1,0,0,1,-1,1,1,-1,1,1,1,1,1,1,0,1,1,-1,0,1,-1,1,1,-1,1,-1,-1,1,1,-1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,-1,1,1,0,0,1,1,-1,-1,1,1,1,1,1,0,0,0,-1,-1,-1,0,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,0,1,1,0,1,-1,0,1,-1,-1,1,0,-1,1,1,0,0,0,0,-1,1,0,-1,0,-1,-1,-1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,-1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,-1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1
Bulgaria,0,0,0,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,-1,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,1,0,1,1,0,0,0,1,1,-1,1,1,1,-1,1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,0,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,0,0,1,1,-1,-1,1,0,-1,0,1,1,1,-1,1,1,1,0,0,-1,0,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,0,1,1,1,1,1,-1,1,1,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,-1,0,-1,-1,-1,0,0,0,1,1,0,1,-1,-1,-1,1,1,1,-1,1,0,0,-1,0,0,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,0,1,1,1,-1,-1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,-1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,0,-1,0,1,0,0,-1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,-1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,0,-1,0,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,0,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,0,-1,1,-1,-1,1,1,1,-1,-1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,1,0,-1,1,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,0,-1,-1,1,1,1,1,0,1,0,0,-1,1,-1,1,-1,-1,-1,0,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1
Burkina Faso,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,1,1,-1,0,-1,-1,1,1,1,1,1,1,-1,-1,-1,0,0,0,-1,-1,0,0,-1,-1,0,1,0,0,0,0,0,0,1,0,-1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,0,0,-1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,-1,1,-1,1,-1,1,1,1,1,1,1,1,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,1,1,1,-1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,-1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,-1,1,1,0,0,1,-1,-1,1,-1,1,0,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,1,-1,0,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,0,0,0,0,1,0,-1,-1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,-1,0,0,0,1,1,1,1,0,1,0,-1,0,1,0,1,-1,1,1,1,1,1,1,0,0,1,1,-1,-1,0,1,1,0,1,1,1,1,1,-1,1,1,1,1,1,1,1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1
Burundi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1,1,1,1,1,1,1,0,1,0,0,-1,1,1,0,0,0,0,0,1,0,1,1,-1,-1,-1,1,1,1,-1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,-1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,-1,0,1,0,1,-1,1,-1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,1,1,-1,-1,1,1,-1,0,0,0,1,-1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,-1,1,1,-1,0,0,-1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,-1,0,0,1,1,1,1,0,0,-1,1,1,1,1,1,0,1,-1,1,1,0,0,1,1,1,1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,-1,1,1,1,-1,-1
Cambodia,0,-1,1,-1,1,1,1,-1,-1,-1,0,1,0,0,0,1,1,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,-1,1,1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,0,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,-1,1,0,-1,-1,1,1,0,1,1,1,1,0,0,1,0,1,1,-1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,-1,0,1,1,0,1,1,1,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,1,-1,1,1,0,0,-1,1,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,-1,1,1,-1,0,1,-1,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,-1,1,1,1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,0,-1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,-1,0,1,1,1,1,0,0,0,0,-1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0
Cameroon,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,-1,1,0,0,-1,1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,1,0,1,1,-1,1,1,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,-1,-1,1,1,1,0,1,1,-1,-1,-1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,0,1,1,-1,-1,-1,-1,0,0,1,1,1,1,1,0,0,1,0,0,-1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,-1,1,-1,1,-1,1,1,1,1,1,1,1,0,1,0,-1,-1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,-1,1,0,1,0,0,0,1,1,1,1,1,-1,1,1,-1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,-1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,0,0,0,0,0,1,0,1,1,-1,1,-1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,0,0,0,1,1,1,-1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,0,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,-1,1,1,1,1,1,1,1,1,-1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,-1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,-1,-1,1,0,0,0,0,0,0,1,1,1,1,0,0
Canada,1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,-1,-1,1,-1,1,0,-1,1,0,0,0,0,0,0,-1,-1,-1,-1,1,1,1,0,-1,1,1,0,1,1,-1,-1,1,-1,1,1,1,1,0,-1,1,1,1,1,0,-1,1,1,1,0,1,1,1,-1,-1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,0,1,1,-1,-1,0,1,1,0,-1,1,1,1,-1,1,1,-1,1,-1,1,1,-1,1,1,1,1,0,1,1,1,1,1,1,0,0,-1,-1,-1,-1,-1,1,1,1,0,-1,-1,-1,0,1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,0,0,0,0,1,0,0,-1,1,1,1,0,1,1,1,1,1,-1,1,-1,-1,1,1,1,0,0,-1,-1,-1,-1,1,1,1,1,0,0,0,-1,1,1,0,-1,0,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,0,-1,-1,1,0,1,1,1,-1,-1,1,1,-1,0,0,1,1,1,1,1,1,-1,1,1,0,1,-1,0,0,-1,-1,-1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,-1,1,1,1,1,1,1,0,1,1,1,0,1,-1,-1,1,1,0,1,1,-1,-1,-1,0,1,-1,0,0,1,-1,0,0,-1,1,1,1,1,0,1,1,1,1,-1,1,1,0,1,1,-1,1,-1,1,-1,1,-1,0,1,1,1,1,1,1,1,1,0,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,0,-1,-1,-1,0,1,0,1,-1,0,-1,1,-1,0,1,0,0,1,1,0,-1,1,1,0,0,0,1,-1,-1,-1,0,0,0,-1,1,0,1,1,1,-1,-1,-1,1,1,-1,0,-1,0,-1,0,1,1,0,-1,0,1,0,-1,0,0,1,1,1,-1,-1,-1,1,-1,0,-1,-1,0,0,0,-1,0,-1,1,1,-1,0,1,-1,1,1,0,1,1,1,1,1,1,0,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,-1,1,0,1,-1,-1,1,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,1,0,-1,1,1,1,0,1,1,1,0,1,1,1,-1,-1,0,1,1,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1
Central African Republic,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,-1,-1,1,0,0,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,-1,0,0,-1,-1,1,1,1,1,1,1,-1,-1,0,0,0,0,0,-1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,-1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,0,1,1,0,0,0,0,-1,-1,1,1,1,1,0,0,0,1,0,-1,-1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,1,0,0,0,0,0,0,1,1,-1,-1,-1,1,1,1,-1,1,1,-1,1,0,1,0,0,0,1,1,1,1,1,-1,1,1,-1,-1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,-1,-1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,-1,0,1,1,0,-1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,-1,1,1,-1,1,-1,1,0,1,1,0,-1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,-1,1,1,0,1,1,1,1,-1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Chad,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,-1,-1,1,0,0,1,1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,-1,-1,1,1,1,1,1,0,-1,-1,-1,-1,1,1,0,-1,0,1,0,1,1,-1,1,-1,-1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,0,1,1,0,0,0,0,-1,-1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,-1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,-1,1,-1,1,1,1,1,1,1,1,0,1,0,-1,-1,1,0,1,1,0,0,0,0,0,1,1,-1,-1,-1,1,1,1,-1,1,1,-1,0,1,1,0,0,0,1,1,1,1,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,-1,1,1,0,1,0,0,0,1,0,0,1,-1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,-1,0,-1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,-1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,-1,1,0,0,1,1,1,1,0,1,1,0,-1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
